id,lat,lon,operator,brand
3902614699,47.5617705,7.5643836,Migrol,Migrol
3904951019,46.6882721,7.8887734,Unknown,Ruedi Rüssel
3910778136,46.932743,7.5071924,Coop,Unknown
3913188274,47.4478363,9.5099862,Unknown,Unknown
3926865068,47.3967459,8.0688096,Unknown,Ruedi Rüssel
3926865071,47.3948917,8.0582701,Unknown,Unknown
3957129672,47.3005723,9.0847671,Unknown,Unknown
3960828719,47.0348489,8.2483635,Unknown,Unknown
3973532513,47.5743189,9.3601854,Unknown,Unknown
3986844671,47.319607,9.2868922,Landi,Landi
3991254087,47.5813087,8.3081177,Unknown,Shell
4003557922,47.0438842,8.3045137,Unknown,Avia
4031748743,45.8632845,9.0049781,Essebi Garage SA,Unknown
4040977956,46.0688334,7.7762638,Unknown,BP
4058250841,46.9860824,6.8653204,Unknown,Unknown
4062268285,47.37199,8.5357876,Unknown,Unknown
4071715490,47.3512724,8.3712383,Unknown,Agrola
4072287092,45.9888302,8.9537999,Unknown,Eni
4077197252,47.4171988,8.5405286,Avia Osterwalder Zürich,Avia
4081300238,46.7795936,9.5435631,Auto Jäger AG,Migrol
4088695339,47.0781452,7.2999215,Schweizer Armee,BEBECO
4088701801,47.0410557,7.634502,Schweizer Armee,BEBECO
4088712038,47.0109631,7.4665923,Schweizer Armee,BEBECO
4088731206,47.3962823,8.2028678,Schweizer Armee,BEBECO
4088745689,47.1789603,8.1015907,Schweizer Armee,BEBECO
4088761639,47.0330752,8.2923314,Schweizer Armee,BEBECO
4088761840,47.0870919,8.2701518,Schweizer Armee,BEBECO
4088879676,46.8311571,7.0545039,Schweizer Armee,BEBECO
4088923696,47.2218008,8.675162,Schweizer Armee,BEBECO
4088931569,46.8890175,8.2496659,Schweizer Armee,BEBECO
4088976020,47.4752745,7.7226734,Schweizer Armee,BEBECO
4088998702,47.4547453,7.0154203,Schweizer Armee,BEBECO
4089001640,46.7105834,6.9183224,Armée suisse,BEBECO
4089011903,46.6724459,6.8925657,Schweizer Armee,BEBECO
4089017613,47.4286035,8.5179685,Schweizer Armee,BEBECO
4089028880,47.3790129,8.5491137,Schweizer Armee,BEBECO
4089035400,47.410457,8.5121281,Schweizer Armee,BEBECO
4089041537,47.0061274,7.7247422,Schweizer Armee,BEBECO
4089053385,47.3592877,8.4310994,Schweizer Armee,BEBECO
4089066496,46.7797522,6.5943404,Schweizer Armee,BEBECO
4089070715,46.828964,6.9398578,Schweizer Armee,BEBECO
4089076989,46.81308,7.1563353,Schweizer Armee,BEBECO
4089096059,46.957764,8.3875492,Schweizer Armee,BEBECO
4090435103,47.1361941,7.2074953,Schweizer Armee,BEBECO
4090464289,46.6711721,7.8576012,Schweizer Armee,BEBECO
4090465707,46.4986055,7.4078524,Schweizer Armee,BEBECO
4090470229,46.7387175,8.1191707,Schweizer Armee,BEBECO
4090470990,46.7261946,8.1716384,Schweizer Armee,BEBECO
4090478031,47.4878037,8.217243,Schweizer Armee,BEBECO
4090484292,47.3571318,8.332197,Schweizer Armee,BEBECO
4094946573,47.0934279,8.2994104,Schweizer Armee,BEBECO
4094954025,46.3208597,6.9622099,Schweizer Armee,BEBECO
4094994191,46.6525957,6.7838276,Schweizer Armee,BEBECO
4095702167,46.3998815,6.2311316,Schweizer Armee,BEBECO
4095710989,46.2101139,7.013926,Schweizer Armee,BEBECO
4095716098,47.1407288,8.4405965,Schweizer Armee,BEBECO
4095857965,47.0575262,9.4079682,Schweizer Armee,BEBECO
4095864393,47.4183849,9.3593015,Schweizer Armee,BEBECO
4095874621,47.1241147,9.3050401,Schweizer Armee,BEBECO
4095885839,47.5682248,8.9007712,Schweizer Armee,BEBECO
4095892754,47.5724671,8.8867021,Schweizer Armee,BEBECO
4095901422,46.9647094,6.8629628,Schweizer Armee,BEBECO
4095913148,47.3885449,9.2809607,Schweizer Armee,BEBECO
4095924863,46.7743544,8.6678712,Schweizer Armee,BEBECO
4095934505,46.9999025,9.0787184,Schweizer Armee,BEBECO
4095957368,46.7648317,9.7985373,Schweizer Armee,BEBECO
4096759731,46.8479262,9.5167617,Schweizer Armee,BEBECO
4096807530,46.8472281,9.5004404,Schweizer Armee,BEBECO
4096851895,46.5238156,9.1854647,Schweizer Armee,BEBECO
4097127005,47.0356021,9.5266849,Schweizer Armee,BEBECO
4097134493,46.7754965,9.1371467,Schweizer Armee,BEBECO
4097236717,46.2012797,9.0186442,Schweizer Armee,BEBECO
4097292416,46.1401609,8.9065231,Schweizer Armee,BEBECO
4097298894,46.1628726,8.8785082,Schweizer Armee,BEBECO
4097309412,46.3075473,7.7549164,Schweizer Armee,BEBECO
4097315197,46.2266835,7.3762358,Schweizer Armee,BEBECO
4097316481,46.2179373,7.3373866,Schweizer Armee,BEBECO
4101219399,46.9019552,7.1505241,Unknown,Unknown
4105524510,47.461131,8.3143565,Unknown,Unknown
4107323973,46.8215462,7.4428645,Unknown,Agrola
4110508143,47.6420717,9.1892477,Unknown,BP
4127859166,47.4870974,8.7551312,SOCAR Energy Switzerland,SOCAR
4137864679,47.4700567,9.2819028,Unknown,Unknown
4137864686,47.466528,9.2813855,Unknown,Avia
4138760987,46.8911188,7.5097596,Unknown,Avia
4139299712,46.8470135,9.5015512,Unknown,Unknown
4139299723,46.8499778,9.5048256,Unknown,Socar
4140928289,47.4735135,8.2249951,Unknown,Unknown
4144203889,46.8696216,7.5631266,Coop,Unknown
4153950189,47.3551672,8.0997754,Unknown,Agrola
4163251498,47.2556433,9.1509051,Horben Garage,BP
4169107328,46.5385258,6.73037,Unknown,Opel
4169328572,47.4581207,9.3962732,Unknown,RedFox
4171946430,47.6109486,9.1704414,Unknown,Unknown
4171946441,47.6114375,9.1696474,Unknown,Avia
4171946464,47.6119094,9.1683119,Strähl Käse AG,Unknown
4172108921,47.5826067,9.1681555,Unknown,Avia
4174452024,47.5922035,9.0690234,Fenaco,AGROLA
4178961089,46.3063458,7.7510364,Fryand / Migrolino,Shell
4187685218,46.5473637,6.5621208,Unknown,Tamoil
4195551923,47.3617632,7.3401454,Unknown,Unknown
4200366010,46.5437825,6.6173906,LSGL,Unknown
4205766538,47.1201886,7.2421249,Unknown,Unknown
4219343922,46.2252162,6.0864977,Tamoil,Unknown
4228845595,47.5002265,8.785714,Landi Eulachtal,Agrola
4233225589,47.4039492,9.3044453,Unknown,Avia
4243869743,47.0153685,8.6438813,Unknown,BP
4250994336,46.9432395,7.4009855,Unknown,Avia
4251315310,47.2083109,8.1909083,Unknown,Agrola
4251315312,47.2089307,8.1912076,Unknown,Avia
4256047103,46.8098918,7.3780254,Unknown,Avia
4271097393,47.1292427,7.2556263,Unknown,Coop
4280190277,47.2057036,9.4571065,AVIA Vereinigung,Avia
4294130732,46.4848984,9.834767,Unknown,BP
4301202055,46.4608287,6.8472047,Unknown,Unknown
4303177352,47.3319775,9.3953535,Migrol,Migrol
4303177353,47.3317158,9.3959932,Unknown,Socar
4312489291,47.419519,9.364246,AVIA Osterwalder AG,Avia
4322098887,47.4858278,8.4520921,Migrol,Migrol
4331258566,47.2543745,7.7662236,Unknown,Unknown
4339744894,46.7067056,9.4404844,Unknown,Avia
4348503505,47.0413716,6.8993044,Unknown,Unknown
4350047189,46.0220719,8.9370576,Eni,Unknown
4350048126,46.02157,8.9369619,Unknown,Unknown
4353163721,47.3791236,8.6803113,Migrol,Migrol
4354051014,46.7459139,8.0906461,Unknown,Unknown
4358768290,46.2157793,6.101768,Unknown,Unknown
4369399352,46.2717965,8.6820484,Unknown,ECSA
4370216210,46.1959776,8.138617,Unknown,Unknown
4371209291,47.3533465,8.1605069,Unknown,AVIA
4374630790,47.3565629,8.102989,Unknown,Unknown
4374647078,47.2448419,8.1858003,Unknown,Coop
4374661802,46.5191215,6.9056679,Unknown,Unknown
4374734392,46.5244149,6.9053174,Unknown,Unknown
4375752130,47.3087143,7.0484518,Unknown,Unknown
4379763130,47.4923059,8.7589991,Unknown,SOCAR
4383628051,47.3371593,9.1307912,Agrola,Agrola
4385865153,46.9055268,6.5743511,Grenacher SA,Unknown
4392474889,47.5490727,9.221738,Unknown,Agrola
4402337074,46.8786125,7.0382762,AVIA,Unknown
4406030790,46.4649414,6.8398473,Compagnie In,Unknown
4406033390,46.7086755,6.8461462,Cosvegas,Unknown
4406082693,46.5553501,6.5703956,Unknown,Unknown
4412050012,47.551192,7.5377885,Unknown,Agrola
4424238921,47.4911259,8.4371213,Unknown,Shell
4426163090,46.998009,8.6084888,Unknown,Tamoil
4433552056,47.4138567,8.5493439,Unknown,SOCAR
4435238292,47.4503807,8.5393004,Avia Osterwalder Zürich,Avia
4449389700,46.9060471,9.5573726,Avia,Avia
4449629543,47.403513,8.6127931,EMPA,Unknown
4462489136,47.6602456,9.1418678,Unknown,Avia
4468375295,46.3864049,6.9204807,Unknown,Migrol
4469087332,46.9916643,6.9169881,Unknown,Avia
4469637892,47.4116797,9.335979,Shell (Switzerland),Shell
4471002503,47.4169136,9.2541153,Unknown,Avia
4483819293,47.0366701,8.3025925,Unknown,Unknown
4490580195,47.4463906,9.138589,Unknown,BP
4498351089,47.0593682,8.3018416,Ruedi Rüssel,Ruedi Rüssel
4506298182,47.5777304,9.3189866,Sportgarage Meyer AG,Ruedi Rüssel
4513800807,47.2187096,7.5138734,Unknown,Migrol
4521490965,47.261582,8.3873549,Unknown,Avia
4532798983,46.5436903,7.0724314,Unknown,Unknown
4539629205,47.3164306,9.0828035,Unknown,Unknown
4555025465,46.1089276,8.7651306,Unknown,Avia
4560218843,47.1907762,9.2772565,Unknown,Unknown
4561938178,47.5173549,8.1884482,Migrol,Migrol
4568980639,47.4709809,8.1606104,Unknown,Unknown
4571341542,47.4186937,9.2430398,Unknown,AGROLA
4574572612,47.0563519,8.2899279,Unknown,discount
4584155691,47.4293869,8.5590821,Coop Mineraloel,Coop
4594228957,47.4237177,7.5018756,Unknown,SOCAR
4595204262,46.6746504,7.6369464,Unknown,Unknown
4599603764,46.744842,9.5561855,Unknown,Socar
4612312492,46.5614954,7.3752902,Unknown,Unknown
4617951385,46.7965239,9.8326748,Stiffler Immobilien AG,Avia
4626325925,47.1056553,8.3437463,Unknown,Agrola
4639517313,47.0945578,7.2900624,Unknown,Avia
4639517344,47.0821572,7.2965446,Unknown,BP
4640531856,47.5285996,7.9953799,Unknown,Independent
4690791242,46.7827711,9.6855547,AVIA,Avia
4697887291,47.5172815,8.594189,Coop Mineraloel,Coop
4697941146,47.5176581,8.5947525,Avia,Avia
4719655690,46.8086504,7.1512748,Unknown,Unknown
4730835508,47.2409632,8.9488352,Landi See AG,Agrola
4736427919,47.3504859,8.3361017,Unknown,Avia
4740888851,47.3965492,8.4670441,Th. Willy,Ruedi Rüssel
4745883536,46.2435957,6.9842312,Unknown,Unknown
4747343116,47.4614634,9.3805405,Unknown,Unknown
4770994506,46.9269042,7.7345333,Unknown,Midland Oil
4770994507,46.9284696,7.7346506,Unknown,Unknown
4778868523,47.0625148,7.0890132,Unknown,BP
4779034521,47.0587731,7.2311602,Unknown,Avia
4794080208,46.8106348,9.2623507,Coray,Unknown
4811194246,46.5150435,6.560649,Unknown,BP
4820137498,47.3984726,8.6051007,SOCAR Energy Switzerland,SOCAR
4820137500,47.3353262,8.5408584,SOCAR Energy Switzerland,Socar
4820601025,47.3522069,8.5585571,Shell (Switzerland),Shell
4820601027,47.408064,8.6016378,Migrol,Migrol
4820601028,47.361258,8.5478749,Migrol,Migrol
4820646304,47.4079849,8.5997702,Shell,Shell
4820646305,47.4032098,8.6075961,Shell (Switzerland),Shell
4820646306,47.4319133,8.5631012,Unknown,Shell
4828232529,47.4429478,8.4806515,Avia Osterwalder Zürich,Avia
4833061686,47.3940505,8.4820011,Avia Osterwalder Zürich,Avia
4833061688,47.3770637,8.5114068,A.H. Meyer & Cie,Avia
4833061689,47.3662195,8.5336955,A.H. Meyer & Cie,Avia
4833061690,47.3876457,8.5333362,Avia Osterwalder Zürich,Avia
4847777858,47.3875329,8.4986948,Coop Mineraloel,Coop
4858136837,47.1731529,8.9692838,Unknown,BP
4862382977,46.7880978,9.2834166,Unknown,Unknown
4874628427,47.0660963,7.0906772,Unknown,Unknown
4875461021,46.5486456,6.514494,Unknown,Unknown
4877012124,47.0826831,8.4421676,Unknown,Unknown
4881321621,46.9424504,6.6795605,Unknown,Unknown
4906686362,47.4098549,7.7545096,Unknown,SOCAR
4908650221,46.1709413,7.186514,Unknown,Unknown
4909119028,46.8727111,8.2419272,Migrol,Migrol
4911281322,46.864685,8.2311793,Unknown,Unknown
4931267322,47.483749,8.2977491,Regionalwerke AG Baden,Unknown
4932308537,46.6029975,9.9599669,Unknown,Eni
4934580331,46.0050597,8.7933801,Unknown,Eni
4935127595,46.7706091,7.50722,Unknown,Unknown
4935133533,46.770397,7.5123819,Unknown,Unknown
4935627363,47.3623528,8.5271036,Nasa,Independent
4940994898,46.1388553,8.9077089,Eni,Eni
4959639284,46.8211037,6.5045037,Unknown,Tamoil
4969901431,47.1965856,8.5298839,Unknown,Avia
4970198222,47.190787,8.4766899,Migrol,Migrol
4985353144,47.1357487,7.2520005,Energie Service Biel,Unknown
4988501321,46.7785691,6.6239709,Unknown,Agip
4989129994,46.9549591,10.43507,Unknown,BP
4990819212,47.2289888,8.832634,Unknown,Eni
4997840521,47.5716021,8.6472417,Agrola,Unknown
5000075190,46.4759271,7.2834741,Unknown,Agrola
5018103221,47.0298966,8.2979333,Unknown,Unknown
5019801223,47.4738153,8.0503423,Unknown,Agrola
5025942525,46.3548223,7.1227178,Unknown,Unknown
5026260721,47.4990212,7.6182434,Unknown,BP
5032062867,47.6375618,8.6969995,Unknown,Unknown
5036721253,46.903825,7.4812237,Unknown,Unknown
5046195421,46.2008309,7.4001734,Unknown,Unknown
5047593047,46.9681031,7.1899989,Unknown,Unknown
5056322715,46.3018641,7.047345,Unknown,BP
5057709536,46.5247953,6.6533221,Unknown,Unknown
5060356108,46.3552605,6.9326019,Unknown,Tamoil
5061305988,47.1231398,7.2792557,Unknown,Independent
5067529943,47.3888715,9.5617342,BP,Unknown
5084007910,47.4919178,8.5520732,Unknown,Unknown
5094331487,46.4878049,6.7257628,Frères Jubin,Unknown
5105726212,47.454611,9.6368688,Unknown,Coop
5118373197,47.1045554,8.3771996,Coop Mineraloel AG,Coop
5124348129,47.0730688,8.3273945,Unknown,Unknown
5124384532,47.2025695,7.572037,Migrol,Migrol
5125381698,46.120968,8.9268556,Unknown,Avia
5159526087,46.3167287,6.9687559,Unknown,Unknown
5165148129,46.2243292,8.7432204,Unknown,Unknown
5165148133,46.5262303,8.9404353,Unknown,Unknown
5165572653,47.4642884,8.5265047,Unknown,Spar
5170933717,47.4347617,9.4020644,Coop Genossenschaft,Unknown
5192332363,47.2700306,8.8527951,BP,BP
5193792846,47.2107475,7.5024913,Küng AG Bern,Avia
5194330171,47.200478,7.583702,Unknown,socar
5197705030,47.1885577,7.5557238,Unknown,Discount-Tankstelle
5197977000,47.2364721,8.7764429,A.H. Meyer & Cie,AVIA
5197977001,47.2367258,8.7763434,A.H. Meyer & Cie,AVIA
5210513723,46.6590159,7.6984319,Unknown,Unknown
5211134027,46.2305386,10.1449413,Unknown,Shell
5211134029,46.241569,10.1334176,Unknown,Unknown
5219377578,46.9166492,7.4665872,Avia,Unknown
5242262577,47.358531,8.5319389,Unknown,Eni
5245851786,47.0491266,9.0642478,Unknown,Tamoil
5256182279,46.2430421,7.3429367,Combustia,Unknown
5256316188,47.0454165,9.068202,Unknown,Eni
5258126478,47.5629444,8.4262064,Unknown,BP
5281995076,47.1125082,9.2664622,Unknown,BP
5286491814,47.4533993,9.0389859,Unknown,Avia
5312143039,47.1287273,7.5538497,AGROLA,Unknown
5312558978,47.6938743,8.6050346,Coop Mineraloel,Coop Pronto
5321664526,47.2325737,9.1902955,Agrola,Unknown
5327249121,46.9290199,7.4894461,Peter Brechtbühl AG,Unknown
5336400778,47.5449108,9.374814,Unknown,Avia
5336410697,47.5529036,9.3711112,Unknown,Unknown
5336973838,47.5654934,9.3659627,Coop,Coop Tankstelle
5336973857,47.5643514,9.3659051,Agip,Agip
5338678441,47.6176153,9.2691216,Unknown,Avia
5349792184,47.375288,9.2029152,Unknown,Halter Energie
5357761037,47.0610726,8.0735001,Coop Mineraloel,coop
5359286417,47.0842617,8.0384007,Unknown,Avia
5361583710,46.7963229,10.3071834,Unknown,Tamoil
5370227721,47.4211995,7.0785787,Unknown,Unknown
5370227722,47.3368043,7.2491914,Unknown,Unknown
5370500872,47.4109696,8.5266314,Avia Osterwalder Zürich,Avia
5372787108,46.8517452,6.7192359,Jubin frères SA,Unknown
5372787884,46.8380957,6.6880332,Unknown,Unknown
5375798859,47.2760985,7.3667374,Unknown,Unknown
5412045769,46.2531256,7.4151086,Unknown,Unknown
5412554744,46.2764338,7.497903,Unknown,Unknown
5420548552,46.7243573,9.5580116,Unknown,Socar
5434396547,47.3564181,7.982551,Shell (Switzerland),Shell
5438021361,46.3874123,6.9203578,Unknown,Eni
5438021375,46.3852006,6.9211302,Unknown,Tamoil
5458717846,47.4830697,7.6138161,Unknown,BP
5464829035,47.4192262,8.414396,Coop Mineraloel,Coop
5487048154,47.3868247,8.3463008,Unknown,Avia
5487138376,47.3484857,8.285165,Unknown,Ruedi Rüssel
5487138933,47.3826453,8.2437372,Unknown,Eni
5488634095,47.1518335,9.0278777,Unknown,Avia
5488634101,47.1528097,9.0258129,Migrol,Migrol
5488634114,47.1002485,9.0731306,Unknown,Agrola
5488634116,47.0943975,9.060726,Unknown,Ruedi Rüssel
5488634117,47.0909385,9.0578768,Unknown,Avia
5488634723,47.0131875,9.0817747,Unknown,Eni
5488634726,47.0082627,9.0785385,Unknown,Avia
5488634738,46.9910787,9.0634428,SOCAR Energy Switzerland,SOCAR
5489790800,47.2831149,8.7614359,Unknown,Unknown
5514327803,47.0708855,8.2759206,Unknown,Unknown
5514875835,47.4447009,8.4601767,Avia Osterwalder Zürich,Avia
5514885103,47.4523897,8.4616405,Unknown,Agrola
5519650888,47.3363446,7.9074554,Unknown,Unknown
5528778830,47.1324931,7.2381026,Shell,Shell
5531293140,46.1650435,8.7731889,Unknown,Unknown
5541390740,46.873035,7.014647,MP Biodiesel,Unknown
5542504235,46.489014,9.8372749,Engadin Bus,Engadin Bus
5552618122,47.3344893,7.2782694,Unknown,Unknown
5577256076,46.930127,9.0108101,Unknown,Unknown
5579134459,47.2629816,8.865991,Unknown,BP
5582940854,46.9780398,7.4610002,Hess,Hess
5615208385,47.1706786,7.5751202,Unknown,Tamoil
5628344433,47.3715763,8.9835812,Unknown,Avia
5634621236,46.8897063,7.3100416,Miniprix,Unknown
5656793621,47.4776552,9.2552636,Unknown,Unknown
5656793721,47.4679428,9.2621572,Unknown,Unknown
5670394821,47.5550552,8.7689588,Unknown,Unknown
5678614593,47.3753876,8.5398134,Stadt Zürich,Unknown
5681773880,47.3898729,8.3283576,Unknown,Unknown
5705934073,47.5522692,7.5661443,Unknown,Independent
5716124616,46.1975554,7.2281141,Garage des Plantys,Unknown
5718417508,47.507531,7.5324157,Unknown,Eni
5721083669,47.4535469,8.5785075,Avia Osterwalder Zürich,Avia
5721083673,47.455013,8.5800231,Oskar Bader's Erben,BP
5744118451,47.5256964,7.6918167,Unknown,Avia
5746033457,47.4268094,8.3076343,Migrol,Migrol
5746437131,47.3986859,9.5847747,Unknown,Unknown
5747534240,47.2986729,7.9345154,Esso,BP
5761628590,46.9489005,7.3970599,SOCAR Energy Switzerland,SOCAR
5761634422,46.3178526,6.8966155,Unknown,Unknown
5761683573,46.3342819,6.8906009,Unknown,Unknown
5776944239,47.0682099,7.315352,Unknown,Unknown
5777824921,47.3643551,9.3157411,Unknown,Unknown
5778436755,47.4810831,8.2109143,Unknown,AGROLA
5786868853,46.2339958,6.049506,CERN,Unknown
5793347332,47.4362133,8.2914618,Unknown,Unknown
5801936256,46.4534712,6.8934691,Unknown,Unknown
5810729647,47.4899047,7.5058708,Unknown,Unknown
5841671044,46.0876946,7.0568269,Unknown,Unknown
5854422023,47.3926289,8.0660678,Unknown,SOCAR
5859362243,47.138069,9.1085255,Unknown,Unknown
5873752911,47.4280156,9.6235326,Garage Kaufmann AG,Ruedi Rüssel
5905797678,46.4469039,6.2989184,Unknown,Unknown
